id,辞書ページ,見出し語,かな1,かな2,かな3,アクセント型,品詞,文語などの種別,補足,意味 1.,意味 2.,意味 3.,意味 4.,意味 5.,備考
176,105,?ahwaguN,あふぁぐん,,,⓪,名,,,阿波根。«地»参照。,,,,,
177,105,?ahwakee,あふぁけー,,,⓪,名,,,?ahwakuuと同じ。,,,,,
178,105,?ahwakuu,あふぁくー,,,⓪,名,,,"二枚貝。はまぐりなど,二枚貝の総称。また,二枚貝の貝がら。?ahwakeeともいう。",,,,,
179,105,?ahwana=cuN,あふぁなちゅん,,,①,"自=kaN,=ci",,,寝やがる。｢寝る｣の卑語。?ahwanakee.寝やがれ。?ahwanaci kwatooN.寝てやがる。ひっくりかえっていやがる。,,,,,
180,105,?ahwari,あふぁり,,,⓪,名,,,阿波連。«地»参照。,,,,,
181,105,?ahwasaN,あふぁさん,,,⓪,形,,,味が薄い。甘味･塩味などが少ない。,,,,,
182,105,?ahwee=juN,あふぇーゆん,あふぇーいん,,①,"自=raN,=ti",,,"酒･酢などが,水っぽくなり,味が落ちる。気がぬける。",,,,,
183,105,?ahwi,あふぃ,,,⓪,名,,,あれだけ。あれくらいの量･大きさ。～du ?aru.あれだけしかない。,,,,,
184,105,?ahwigwaa,あふぃぐゎー,,,⓪,名,,,?aQpigwaaと同じ。,,,,,
185,105,?ahwii,あふぃー,,,⓪,名,,,1.兄。にいさん。平民についていう語。農村では?aQpiiというところもある。士族については'jaQciiという。,2.にいさん。平民の若者をいう語。,,,,
186,105,?ahwiigwaa,あふぃーぐゎー,,,⓪,名,,,一番下の兄。すぐ上のにいさん。平民についていう。,,,,,
187,105,?ahwina,あふぃな,,,⓪,連体,,,"あれほどの。あれほどの量の。また,あんなに大きな。あんなに尊い。～?azisuinu misjaru kutu cikana.[あへな按司そひの めしやる事聞かな（二童敵討）]あんなに尊い按司様のおっしゃることを聞かないで。",,,,,
188,105,?ahwiraa,あふぃらー,,,⓪,名,,,あひる。?ahwiruともいう。,,,,,
189,105,?ahwiraaZuu,あふぃらーじゅー,,あふぃらーずー,⓪,名,,,"子供のぼんのくぼのところに少し長く伸ばした髪。あひるのしっぽに似ているのでいう。Zuuはしっぽ。そこを刈るとその子の?uNci（運気）が弱るといって,そこだけ少し伸ばしておく習慣であった。",,,,,
190,105,?ahwiru,あふぃる,,,⓪,名,,,?ahwiraaと同じ。,,,,,
191,105,?ai,あい,,,①,感,,,"珍しいものに接した時,また,何か間違った時などに発する声。あら。おっと。人の足を踏んだ時には,～macigee.（おっと,ごめん。）と言う。",,,,,
192,105,?ai,あい,,,①,名,,,蟻。?aikooともいう。,,,,,
193,105,?aibiCaa,あいびちゃー,,あいびつぁー,⓪,名,,,?eebicaaと同じ。,,,,,
194,105,?aiee,あいえー,,,⓪,名,,,?aeeと同じ。,,,,,
195,106,?aigwaamee,あいぐゎーめー,,,⓪,名,,,お嬢さま。士族の未婚の娘の敬称。使用人や平民が多く言う。那覇では?utugamaaという。古語に?weguNsoriという語もある。,,,,,
196,106,?aikoo,あいこー,,,⓪,名,,,"蟻の小児語。～～,dusi'judi kuu,ganikunu kusiNzi gani'jacikwira.（童謡）蟻よ,蟻よ。友達を呼んで来い。我如古の後ろで蟹を焼いてやろう。ganiku[我如古]は宜野湾間切の村の名。ganiと頭韻をふんだもの。",,,,,
197,106,?aimee,あいめー,,,⓪,名,古,,"貴族の嫁がしゅうとめを敬って言う語。他からは,普通,?aQtoomee, ?uhu?aQtoomeeなどという。",,,,,
198,106,?ainuiguruma,あいぬいぐるま,,,⓪,名,新,,相乗りの人力車。,,,,,
199,106,?ainuii,あいぬいー,,,⓪,名,新,,"人力車の相乗り。また,?ainuigurumaの略。",,,,,
200,106,?aizoo,あいじょー,,,⓪,名,,,?ajazooと同じ。,,,,,
201,106,?aizoo?uhumici,あいじょーうふみち,,,⓪,名,,,[綾門大路]?ajazooと同じ。,,,,,
202,106,?aizoo?uu]Nna,あいじょーうーんな,,,⓪,名,,,"[綾門大繩]?aizoo?uhumici[綾門大路]で行なわれた,首里の東西対抗の綱引き。Cinahwiciの項参照。",,,,,
203,106,?aizu,あいじゅ,,,⓪,名,,,ありか。あり場所。,,,,,
204,106,?aja,あや,,,⓪,名,文,,"縞。着物などの縞をいう。ただし,kutubanu～.〔文〕ことばのあや。～mamizuN.布を織る時,縞糸の数を間違える。mamizuNの項参照。",,,,,
205,106,?ajaa,あやー,,,⓪,名,,,母。おかあさん。士族についていう語。平民については?aNmaaという。,,,,,
206,106,?ajaa?aNsi]rari,あやーあんしらり,,,⓪,名,古,,Cuma（王の妾で身分の低い者）を敬っていう語。,,,,,
207,106,?ajaamee,あやーめー,,,⓪,名,,,1.?ajaa?aNsirariと同じ。,2.奥様。既婚の士族の婦人に対して平民のいう語。士族同志ではいわない。,,,,
208,106,?ajaameegwaa,あやーめーぐゎー,,,⓪,名,,,若奥様。士族の若奥様に対して平民のいう語。?uhu?ajaamee（大奥様）と区別していったもの。,,,,,
209,106,?ajaameeudui,あやーめーうどぅい,,,⓪,名,,,踊りの一種。士族の女の服装でする踊り。首里の士族は単に'winaguudui（女踊り）という。,,,,,
210,106,?ajaataarii,あやーたーりー,,,⓪,名,,,"父母。おとうさんおかあさん。士族についていう。ciriti musiritiN～.着物はぼろぼろでも,?ajaa,taariiを使う。貧乏士族が身分に執着するのを笑ったことば。～?uNcu'ugadi kwiri'joo.御両親によろしく言ってくれ。",,,,,
211,106,?ajaa?uujaa,あやーうーやー,,,⓪,名,,,母親のあとばかりを追いかける子。いくじなしの子。士族についていう。平民についてならば?aNmaa?uujaaという。,,,,,
212,106,?ajabuni,あやぶに,,,⓪,名,文,,船の美称。中国への進貢船などをいう。,,,,,
213,106,?ajabuniCike]e,あやぶにちけえ,,あやぶにつぃけえ,⓪,名,文,,進貢船で中国へ行く使者。,,,,,
214,106,?ajagacikoogaci,あやがちこーがち,,,⓪,副,,,"まだらによごれたさま。顔･手足などが,ところどころよごれたさま。～sjooN.まだらによごれている。",,,,,
215,106,?ajagu,あやぐ,,,⓪,名,,,"宮古島に伝わる歌謡の一種。micinu curasaja kaijanu mee, ～nucurasaja mjaakunu～.[道のきよらさや仮屋の前 あやごのきよらさや宮古のあやご]道の美しいのは在番役所の前で,あやごの美しいのは宮古のあやご。",,,,,
216,106,?ajagwaa,あやぐゎー,,,⓪,名,,,細かい柄。着物の模様についていう。,,,,,
217,106,?ajagwaaziN,あやぐゎーじん,,,⓪,名,,,柄（模様）の細かい着物。,,,,,
218,106,?ajahaberu,あやはべる,,,⓪,名,文,,蝶の美称。美しい蝶。,,,,,
219,106,?ajahaberuN]su,あやはべるんす,,,⓪,名,文,,晴れ着の美称。蝶のように美しい御衣（みそ）。,,,,,
220,106,?ajahuni,あやふに,,,⓪,名,文,,?ajabuniと同じ。,,,,,
221,106,?ajakaa=juN,あやかーゆん,あやかーいん,,①,"自 =raN,=ti",,,あやかる。,,,,,
222,106,?ajamaci,あやまち,,,⓪,名,,,あやまち。道徳的な間違い。,,,,,
223,106,?ajamai,あやまい,,,⓪,名,,,"あやまち。過失。失敗。caaru～nu ?ati,?NzasaQtaga'jaa.どんな過失があって離縁になったのかねえ。",,,,,
224,107,?ajamaigutu,あやまいぐとぅ,,,⓪,名,,,あやまち。過失。,,,,,
225,107,?ajama=juN,あやまゆん,あやまいん,,⓪,"他=raN,=ti",,,あやまちを犯す。誤る。謝罪する意はない。,,,,,
226,107,?ajamamizi,あやまみじ,,,⓪,名,,,"布を織る時,縞糸の数を間違えること。",,,,,
227,107,?ajamari,あやまり,,,⓪,名,文,,?ajamaiの文語。,,,,,
228,107,?ajamee,あやめー,,,⓪,名,古,,貴族の嫁がしゅうとめを敬って言う語。?aimeeともいう。,,,,,
229,107,?ajameekusa]mee,あやめーくさめー,,,⓪,名,,,邪魔。仕事の邪魔。～nu ?uhusaN.邪魔が多い。'warabinu～Qsi sigutunu naraN.子供が邪魔して仕事ができない。,,,,,
230,107,?ajamuN,あやむん,,,⓪,名,,,"縞物。縞模様の着物･布地。tuQciri（かすり）,kataCiki（型付）などに対する。",,,,,
231,107,?ajaNnaakaa,あやんなーかー,,,⓪,名,,,縞の間にかすり模様のある布地･着物。かすり模様だけのものはmuruduQciriという。,,,,,
232,107,?ajaQsaN,あやっさん,,,①,形,,,危い。?ukaasjaNともいう。,,,,,
233,107,?ajazoo,あやじょー,,,⓪,名,,,"[綾門]首里の守礼門と中山門との間の大通りをいう。?aizooともいう。また,俗に?aizoo?uhumiciという。",,,,,
234,107,?aju=nuN,あゆぬん,,,⓪,"自=maN,=di",文,,"歩む。?ajudi ?ajumaraN, namadu Cicaru.歩いても歩いても着かなかったが,いまやっと着いた。",,,,,
235,107,?aka,あか,,,⓪,名,,,"頭髪･衣服などについたよごれ。皮膚の垢はhwiNgu,ふけは?iriciという。～N nugaN.仕事がはかどらない。効果が目に見えない。すき櫛がよくない時,髪のよごれがなかなかとれないことからいう。ciNnu～?utusjuN.着物のよごれを落とす。",,,,,
236,107,?aka,あか,,,⓪,名,,,阿嘉。«地»参照。,,,,,
237,107,?aka,あか,,,⓪,名,,,阿嘉島。慶良間列島（kirama）の島の名。,,,,,
238,107,?aka,あか,,,①,名,新?,,赤。色の名。～nu taniN.〔新?〕赤の他人。,,,,,
239,107,?aka?aci,あかあち,,,①,名,,,まぐろ。?acinu?iju参照。,,,,,
240,107,?aka?akaatu,あかあかーとぅ,,,①,副,,,"あかあかと。deNkiCiki?akagaraci,'jaanu?uci～sjooN.電気をつけて家の中があかあかとしている。raNpujaka deNkee～sjooee sani.ランプより電気は明るいのではないか。",,,,,
241,107,?akaa,あかー,,,①,名,,,赤いもの。,,,,,
242,107,?akabanaa,あかばなー,,,⓪,名,,,"ぶっそうげ（仏桑華）。亜熱帯植物で高さ3メートル余りに達し,深紅の花が咲く。霊前に供える。",,,,,
243,107,?akabanaa,あかばなー,,,⓪,名,,,鼻の赤い者。赤鼻。,,,,,
244,107,?akabusjaa,あかぶさー,,あかぶしゃー,⓪,名,,,?akabusjaawarabaaと同じ。,,,,,
245,107,?akabusjaawarabaa,あかぶさーわらばー,,あかぶしゃーわらばー,⓪,名,,,赤ちゃけた髪を振り乱している子供（卑称）。,,,,,
246,107,?akaCici,あかちち,,あかつぃち,⓪,名,,,あかつき。夜明け。明け方。,,,,,
247,107,?akaCicibusi,あかちちぶし,,あかつぃちぶし,⓪,名,,,明けがたの星。まばらで少ないもののたとえとなる。,,,,,
248,107,?akaCicigurasiN,あかちちぐらしん,,あかつぃちぐらしん,⓪,名,,,あかつきやみ。月のない夜の明けがた。,,,,,
249,107,?akaCicimudui,あかちちむどぅい,,あかつぃちむどぅい,⓪,名,,,"遊郭（那覇にあった）から,明け方に帰ること。遊郭の朝帰り。",,,,,
250,107,?akaCici?uki,あかちちうき,,あかつぃちうき,⓪,名,,,夜明けに起きること。,,,,,
251,107,?akaCicizicuu,あかちちじちゅー,,あかつぃちじちゅー,⓪,名,,,有明けの月。明けがたの月。,,,,,
252,107,?akagaara,あかがーら,,,⓪,名,,,赤瓦。,,,,,
253,107,?akagai,あかがい,,,①,名,,,1.あかり。燈火。,2.明るい所。明るみ。kurasiNの対。,,,,
254,107,?akagaiCiki=juN,あかがいちきゆん,あかがいちきいん,あかがいつぃきゆん,①,"自=raN,=ti",,,すっかり明るくなる。,,,,,
255,107,?akagaNtaa,あかがんたー,,,⓪,名,,,"赤い髪のおかっぱ頭をした者。kizimuN（魔物の一種）,kaagarimoo（河童）などのようす。また,赤ちゃけた髪をおかっぱにしている子供などをもいう。-gaNtaa＜kaNtu（髪の卑語）。",,,,,
256,107,?akagi,あかぎ,,,①,名,,,"植物名。赤木。亜熱帯性の喬木。木肌が赤い。その実は,熟すれば食べられる。",,,,,
257,108,?akagii,あかぎー,,,⓪,名,,,赤毛。赤ちゃけた髪をした者。,,,,,
258,108,?akaginumuQkuu,あかぎぬむっくー,,,⓪,名,,,?akagi（赤木）の実。,,,,,
259,108,?akagucaamee,あかぐちゃーめー,,,⓪,名,文,,hwinukaN（火の神）の異称。赤い口をした尊いお方の意。kweena（旅歌）にある語。,,,,,
260,108,?akaguu,あかぐー,,,⓪,名,,,"さつまいもの一種。肉が黄色で,黄色の粉をふき,美味。金時という種類に似ている。",,,,,
261,108,?akahacimaci,あかはちまち,,,①,名,古,,かんむりの名。hacimaciの項参照。,,,,,
262,108,?akahadaka,あかはだか,,,①,名,,,赤裸。丸裸。,,,,,
263,108,?akaha=nuN,あかはぬん,,,⓪,"自=maN,=di",,,よごれがたまる。よごれる。垢じみる。karazinu ?akahadooN.髪の毛がよごれている。ciNnu ?akahadooN.着物がよごれきっている。,,,,,
264,108,?akahazi,あかはじ,,,①,名,,,赤恥。大勢の前でかく恥。,,,,,
265,108,?akahuda,あかふだ,,,①,名,新,,Zuri（女郎）が伝染病によって営業を禁止されること。,,,,,
266,108,?akahudaa,あかふだー,,,⓪,名,新,,"伝染病により,検診に不合格になって営業を禁止されたZuri（女郎）。",,,,,
267,108,?akahwira,あかふぃら,,,⓪,名,,,赤平。«地»参照。,,,,,
268,108,?akahwizaa,あかふぃじゃー,,,⓪,名,,,赤いひげをしている者の卑称。赤ひげ。,,,,,
269,108,?akahwizi,あかふぃじ,,,①,名,,,赤ひげ。赤いひげ。,,,,,
270,108,?aka?ijuu,あかいゆー,,,⓪,名,,,金魚。,,,,,
271,108,?aka?iru,あかいる,,,①,名,,,赤い色。,,,,,
272,108,?akai,あかい,,,①,名,,,障子。あかり障子。,,,,,
273,108,?akaisaNbasiri,あかいさんばしり,,,①,名,文,,"障子。明るい棧のある引き戸の意か。～Cici?akitimiriba, niwanu siracikunu sacarucurasa.[あかりさんはしり つきあけて見れば 庭の白菊の 咲きやるきよらさ]障子をさっとあけて見ると,庭の白菊が美しく咲いている。",,,,,
274,108,?akaisaNbasiru,あかいさんばしる,,,⓪,名,文,,?akaisaNbasiriと同じ。,,,,,
275,108,?akajukusi,あかゆくし,,,①,名,,,真赤なうそ。,,,,,
276,108,?akakabi,あかかび,,,①,名,,,1.赤い紙。,"2.正月などに,祭壇と火の神の前に供える赤い紙。白･赤･黄の三枚の紙（?ukazaikabi）を重ねて供える。表裏とも赤く,紙質は百田紙（hjakudasi）。お祝いの時,聯を書く赤い紙はsjugamiという。",,,,
277,108,?akakoozi,あかこーじ,,,①,名,,,米で作る赤い麴。ciNbeeru～.あかんべえ。,,,,,
278,108,?akakoozi?ubuN,あかこーじうぶん,,,①,名,,,?akakooziで赤く染めて炊いた御飯。,,,,,
279,108,?akamaamii,あかまーみー,,,⓪,名,,,あずき。,,,,,
280,108,?akamaamii?u]buN,あかまーみーうぶん,,,⓪,名,,,あずき入りの赤飯。?aka?ubuNの項参照。,,,,,
281,108,?akamataa,あかまたー,,,⓪,名,,,"蛇の一種。有毒であるが,はぶほどはこわがられていない。錦色で,美男に化けるといわれる。",,,,,
282,108,?akamigeei,あかみげーい,,,①,副,,,赤くなったさま。泣きはらした目･できものなどについていう。miinu（kasanu）～sjooN.目が（できものが）赤くなっている。,,,,,
283,108,?akamii,あかみー,,,⓪,名,,,卵の黄身。,,,,,
284,108,?akamiibaju,あかみーばゆ,,,①,名,,,"魚名。あかめばる。miibaju（めばる）の一種。色は赤で,時に毒を有する。",,,,,
285,108,?akamuutii,あかむーてぃー,,,⓪,名,,,赤元結い。赤い色の元結い。muutiiの項参照。,,,,,
286,108,?akana,あかな,,,⓪,名,,,植物名。紫蘇。,,,,,
287,108,?akanaa,あかなー,,,⓪,名,,,"童謡などにある語。月の中にいる者の意に用いる。月の薄黒い部分を,水桶をかついで立っている者と見立てたものらしい。?akanaajaanu 'jakitaNdoo, nacuru 'warabee miZi kumaSee, nakaN 'warabee kani ?utaSee.（童謡）アカナーの家が焼けたぞ。泣く子は水を汲ませろ,泣かない子は鉦を打たせろ。（泣く子を泣きやませるために歌う歌。）",,,,,
288,108,?aka=nuN,あかぬん,,,①,"自=maN,=di",,,赤くなる。赤ばむ。ciranu～.顔が赤くなる。kunibunu～.みかんが赤くなる。,,,,,
289,109,?akaNca,あかんちゃ,,,⓪,名,,,赤土の土地。赤土の土質。,,,,,
290,109,?akaNca,あかんちゃ,,,①,名,,,赤土。,,,,,
291,109,?akaNgwa,あかんぐゎ,,,①,名,,,赤ん坊。,,,,,
292,109,?akaNgwaa,あかんぐゎー,,,⓪,名,,,赤ん坊（卑称）。,,,,,
293,109,?akaNgwaa?iju,あかんぐゎーいゆ,,,⓪,名,,,"人魚。顔が人に似て,前肢のようなひれのある哺乳類。南海に産する。じゅごん。ZaNnu?ijuともいう。",,,,,
